,Age,Gender,MaritalStatus,SmokerStatus,LifeStyle,LanguageSpoken,Education,Race,Nationality,MovingToNewCompany,Occupation,Telco,ResidentialType,NoofDependent,FamilyExpenses_monthly,AnnualSalary,Need1,Need2,PurchasedPlan1,Transport,PurchasedPlan2,MedicalComplication,lat,lon,Berjaya Starbucks Coffee Company Sdn Bhd,The Coffee Bean & Tea Leaf (M) Sdn Bhd ,Dommal Food Services Sdn Bhd,Pizza Hut Restaurants Sdn Bhd ,Wonderful Lifestyle Sdn Bhd
236,28,female,married,once_in_a_while,outdoor,mandarin,Bachelor,indian,Malaysian,no,govServant,digi,flat,2,9732,138269,PersonalSaving,KidMedical,HomeSafe,driving,KidsEdu,no,3.17089846,101.6727977,1,2,0,0,0
237,43,female,married,frequent,home,malay,Bachelor,others,Malaysian,no,privateEemployee,maxis,flat,2,2746,124359,PersonalSaving,KidEducation,HomeSafe,publicTransport,KidsEdu,yes,3.111527754,101.7075011,1,0,0,0,0
238,18,male,single,frequent,pub_goer,malay,Diploma,indian,Malaysian,no,govServant,digi,terrace,2,3400,191002,PersonalMedical,KidMedical,HomeSafe,publicTransport,KidsEdu,yes,3.130719095,101.6500989,0,0,0,0,0
239,30,female,married,frequent,pub_goer,malay,Bachelor,others,Malaysian,no,govServant,celcom,condominium,3,5089,182066,PersonalMedical,KidEducation,HomeSafe,publicTransport,NoMoneyDown,no,3.162590217,101.6730166,2,1,0,0,1
240,18,male,married,frequent,outdoor,malay,Bachelor,malay,others,no,privateEemployee,maxis,terrace,2,3381,91011,PersonalMedical,KidMedical,HomeSafe,driving,NoMoneyDown,no,3.155635476,101.641444,2,2,0,0,0
241,40,male,single,sometimes,pub_goer,english,Master,chinese,Malaysian,yes,selfEmployed,digi,flat,2,9729,123149,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,yes,3.213202987,101.6856253,0,0,1,0,0
242,38,female,single,frequent,pub_goer,mandarin,PhD,malay,others,yes,employer,digi,flat,2,6836,137444,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,yes,3.177718524,101.6326261,1,1,0,0,0
243,29,male,single,once_in_a_while,pub_goer,malay,PhD,chinese,Malaysian,no,employer,digi,terrace,2,8722,190799,PersonalMedical,KidSaving,HomeSafe,driving,KidsEdu,yes,3.196146289,101.6319808,1,2,1,0,0
244,29,male,married,frequent,outdoor,malay,Diploma,others,Malaysian,yes,privateEemployee,umobile,terrace,3,4516,125443,PersonalSaving,KidEducation,HomeSafe,publicTransport,NoMoneyDown,no,3.213708606,101.7441209,2,0,2,3,0
245,20,male,single,frequent,pub_goer,english,Diploma,chinese,Malaysian,yes,govServant,digi,bungalow,2,8283,119307,PersonalRetirement,KidEducation,HomeSafe,driving,NoMoneyDown,no,3.105029972,101.760715,0,0,1,0,0
246,24,male,single,frequent,outdoor,malay,Master,others,Malaysian,yes,privateEemployee,maxis,condominium,2,2534,192836,PersonalSaving,KidEducation,COVIDFree,driving,KidsEdu,yes,3.184619723,101.6895397,0,0,1,2,1
247,40,male,married,frequent,home,english,Diploma,malay,Malaysian,no,privateEemployee,maxis,condominium,2,3210,191104,PersonalMedical,KidMedical,HomeSafe,publicTransport,KidsEdu,no,3.138114597,101.6583003,4,2,0,0,1
248,22,male,single,frequent,home,malay,Bachelor,chinese,Malaysian,no,privateEemployee,maxis,bungalow,2,8554,63599,PersonalRetirement,KidMedical,HomeSafe,driving,KidsEdu,no,3.147820484,101.6699341,3,2,0,0,1
249,34,female,married,frequent,home,english,Bachelor,malay,Malaysian,yes,selfEmployed,maxis,bungalow,3,7099,190162,PersonalRetirement,KidMedical,HomeSafe,driving,KidsEdu,no,3.146696389,101.6383023,1,1,0,0,0
250,31,male,single,sometimes,home,english,Bachelor,others,Malaysian,no,privateEemployee,digi,condominium,2,3292,149722,PersonalRetirement,KidEducation,HomeSafe,publicTransport,NoMoneyDown,no,3.132724356,101.7605166,0,0,1,0,0
251,44,male,married,frequent,pub_goer,english,Bachelor,malay,Malaysian,no,govServant,digi,condominium,2,5178,198839,PersonalMedical,KidMedical,COVIDFree,driving,NoMoneyDown,no,3.11764185,101.741622,1,1,0,1,0
252,30,male,single,frequent,outdoor,mandarin,Bachelor,others,Malaysian,no,govServant,celcom,terrace,2,6105,65413,PersonalRetirement,KidMedical,COVIDFree,publicTransport,KidsEdu,yes,3.202819167,101.6833473,0,0,1,1,0
253,43,male,single,frequent,pub_goer,english,Bachelor,others,Malaysian,yes,employer,umobile,condominium,3,4219,65237,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,yes,3.205178934,101.6680589,0,0,1,0,0
254,34,female,single,once_in_a_while,home,english,Diploma,malay,Malaysian,yes,privateEemployee,maxis,bungalow,2,10324,196606,PersonalSaving,KidEducation,COVIDFree,publicTransport,KidsEdu,yes,3.088552698,101.6344718,1,0,0,0,0
255,41,female,single,frequent,home,mandarin,Bachelor,others,others,no,privateEemployee,maxis,terrace,3,9068,153195,PersonalMedical,KidMedical,HomeSafe,driving,KidsEdu,yes,3.153278781,101.6742621,1,1,0,0,1
256,40,male,married,frequent,home,mandarin,Bachelor,chinese,Malaysian,yes,govServant,maxis,condominium,2,6315,93523,PersonalSaving,KidMedical,COVIDFree,driving,KidsEdu,yes,3.176060938,101.652035,3,3,1,0,0
257,19,female,single,sometimes,home,english,Bachelor,indian,Malaysian,yes,privateEemployee,digi,bungalow,2,7407,78956,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,yes,3.153645926,101.7498636,5,1,2,1,1
258,22,female,single,frequent,pub_goer,malay,Bachelor,chinese,others,yes,selfEmployed,celcom,bungalow,2,8992,86938,PersonalSaving,KidSaving,HomeSafe,driving,NoMoneyDown,yes,3.216644572,101.6632583,0,0,2,0,0
259,44,female,married,sometimes,pub_goer,malay,Bachelor,others,Malaysian,no,selfEmployed,digi,condominium,2,4959,50009,PersonalSaving,KidEducation,COVIDFree,publicTransport,NoMoneyDown,yes,3.160867036,101.730021,7,1,1,0,1
260,35,male,married,frequent,home,english,Bachelor,malay,Malaysian,no,govServant,umobile,flat,3,8353,94822,PersonalMedical,KidEducation,HomeSafe,driving,NoMoneyDown,yes,3.104708713,101.6853197,5,1,1,1,0
261,30,male,married,once_in_a_while,home,malay,Bachelor,chinese,Malaysian,yes,selfEmployed,maxis,condominium,3,9686,74845,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,yes,3.178362055,101.7422442,2,0,1,1,0
262,39,male,married,frequent,home,english,Bachelor,indian,Malaysian,yes,govServant,maxis,terrace,2,6547,60113,PersonalMedical,KidEducation,COVIDFree,driving,KidsEdu,yes,3.155607418,101.6369269,3,1,0,0,0
263,43,female,married,frequent,home,mandarin,Master,others,Malaysian,yes,privateEemployee,digi,condominium,2,6095,117403,PersonalRetirement,KidMedical,COVIDFree,driving,KidsEdu,no,3.121464117,101.6838091,9,3,1,0,2
264,44,male,married,sometimes,pub_goer,mandarin,Bachelor,others,Malaysian,no,selfEmployed,umobile,terrace,2,10332,113549,PersonalSaving,KidEducation,HomeSafe,publicTransport,KidsEdu,no,3.101997638,101.6933123,0,0,2,1,0
265,39,male,single,frequent,pub_goer,mandarin,Master,malay,Malaysian,yes,govServant,umobile,terrace,2,6211,191468,PersonalSaving,KidMedical,HomeSafe,driving,NoMoneyDown,yes,3.216857772,101.7263425,2,0,2,0,0
266,34,male,single,once_in_a_while,home,english,Master,chinese,Malaysian,yes,selfEmployed,maxis,terrace,2,7033,189810,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,yes,3.135609397,101.7009127,13,1,0,0,0
267,32,female,single,frequent,pub_goer,malay,PhD,others,Malaysian,yes,govServant,celcom,flat,2,4900,157332,PersonalRetirement,KidMedical,COVIDFree,driving,KidsEdu,yes,3.216105021,101.7611637,0,0,1,2,0
268,37,male,married,frequent,home,mandarin,Master,malay,Malaysian,yes,privateEemployee,digi,flat,3,4059,153606,PersonalMedical,KidEducation,COVIDFree,driving,NoMoneyDown,yes,3.214997328,101.7476138,0,0,1,2,0
269,27,male,single,once_in_a_while,pub_goer,english,Bachelor,malay,Malaysian,yes,privateEemployee,celcom,bungalow,3,2588,71513,PersonalMedical,KidMedical,HomeSafe,publicTransport,KidsEdu,no,3.199676505,101.6935964,0,0,1,2,0
270,38,female,married,once_in_a_while,pub_goer,malay,Diploma,malay,Malaysian,no,privateEemployee,maxis,condominium,2,4214,77115,PersonalMedical,KidEducation,HomeSafe,driving,NoMoneyDown,yes,3.094451567,101.6477432,2,0,0,1,1
271,27,female,single,sometimes,pub_goer,english,Diploma,chinese,Malaysian,no,employer,maxis,condominium,3,2844,68305,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,no,3.130654811,101.70382,10,2,0,1,1
272,39,male,single,once_in_a_while,home,english,Bachelor,chinese,Malaysian,yes,govServant,maxis,flat,2,9536,147222,PersonalMedical,KidMedical,HomeSafe,driving,NoMoneyDown,yes,3.099827026,101.7656048,0,0,1,0,0
273,22,male,married,frequent,home,malay,Master,indian,Malaysian,yes,govServant,maxis,condominium,2,10269,182503,PersonalSaving,KidMedical,COVIDFree,driving,KidsEdu,no,3.094084601,101.6679805,2,1,1,0,3
274,28,male,married,frequent,home,mandarin,Bachelor,malay,Malaysian,yes,privateEemployee,celcom,terrace,3,2963,71368,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,no,3.100645065,101.6998518,0,0,2,1,0
275,39,female,single,frequent,pub_goer,english,PhD,malay,Malaysian,yes,selfEmployed,umobile,condominium,2,9101,197552,PersonalSaving,KidEducation,COVIDFree,publicTransport,KidsEdu,no,3.153639736,101.6330719,2,1,0,0,0
276,21,male,single,frequent,home,malay,Bachelor,indian,Malaysian,no,privateEemployee,celcom,flat,2,10259,150644,PersonalMedical,KidSaving,HomeSafe,publicTransport,KidsEdu,no,3.195776037,101.7199163,2,1,1,1,0
277,44,male,married,frequent,home,english,Bachelor,indian,Malaysian,no,govServant,digi,condominium,2,3432,80307,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,no,3.091662169,101.6394392,2,0,0,1,1
278,29,female,single,frequent,pub_goer,mandarin,Bachelor,others,Malaysian,yes,govServant,digi,flat,3,7103,82466,PersonalMedical,KidMedical,HomeSafe,publicTransport,KidsEdu,no,3.098373499,101.7423981,1,1,0,0,1
279,39,male,single,once_in_a_while,home,english,Bachelor,indian,Malaysian,no,employer,maxis,terrace,3,2638,179444,PersonalMedical,KidSaving,COVIDFree,publicTransport,KidsEdu,yes,3.104829717,101.6441629,4,1,1,1,1
280,38,male,married,sometimes,outdoor,english,Master,malay,others,yes,privateEemployee,maxis,terrace,3,7143,52425,PersonalMedical,KidMedical,HomeSafe,driving,NoMoneyDown,yes,3.213082893,101.6300477,1,0,1,1,0
281,26,male,married,frequent,home,mandarin,Bachelor,malay,Malaysian,yes,selfEmployed,maxis,terrace,2,7959,124962,PersonalRetirement,KidEducation,COVIDFree,driving,KidsEdu,no,3.131504042,101.6881904,9,3,0,0,2
282,18,male,married,frequent,pub_goer,mandarin,Diploma,chinese,Malaysian,yes,govServant,maxis,condominium,3,3909,113940,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,yes,3.15357997,101.7311456,8,1,1,1,1
283,19,female,married,once_in_a_while,home,malay,Bachelor,others,Malaysian,yes,privateEemployee,digi,condominium,2,6010,133435,PersonalRetirement,KidSaving,HomeSafe,publicTransport,KidsEdu,no,3.185274082,101.7199156,0,1,0,1,0
284,39,female,single,frequent,home,malay,Bachelor,others,Malaysian,no,privateEemployee,maxis,terrace,2,3171,163967,PersonalMedical,KidEducation,HomeSafe,publicTransport,NoMoneyDown,yes,3.176319164,101.6831077,0,1,1,2,1
285,23,male,single,sometimes,outdoor,malay,Diploma,chinese,others,yes,privateEemployee,celcom,flat,3,7189,50910,PersonalMedical,KidSaving,COVIDFree,publicTransport,KidsEdu,no,3.151993756,101.6441414,2,2,0,0,0
286,21,female,married,frequent,home,english,Bachelor,indian,Malaysian,yes,govServant,digi,condominium,2,4488,141570,PersonalSaving,KidMedical,HomeSafe,driving,KidsEdu,yes,3.146396692,101.6996551,19,4,0,0,0
287,24,female,single,sometimes,home,malay,Bachelor,malay,Malaysian,no,govServant,digi,condominium,2,2972,151176,PersonalSaving,KidSaving,HomeSafe,driving,KidsEdu,yes,3.144959558,101.7117851,20,5,0,0,0
288,38,female,single,sometimes,outdoor,malay,Bachelor,indian,Malaysian,yes,privateEemployee,maxis,flat,2,5123,166893,PersonalSaving,KidSaving,HomeSafe,driving,NoMoneyDown,no,3.105924096,101.7165002,1,0,0,0,1
289,30,male,married,sometimes,home,english,Master,malay,Malaysian,yes,privateEemployee,umobile,bungalow,3,6329,98385,PersonalMedical,KidMedical,HomeSafe,driving,NoMoneyDown,no,3.189331421,101.7604178,1,0,2,1,0
290,26,male,single,sometimes,home,english,Bachelor,indian,others,no,govServant,maxis,flat,2,4646,117641,PersonalSaving,KidEducation,COVIDFree,driving,KidsEdu,no,3.09624605,101.7321094,1,1,1,0,1
291,39,male,single,sometimes,home,mandarin,PhD,others,Malaysian,no,govServant,umobile,terrace,3,6801,166799,PersonalSaving,KidEducation,HomeSafe,publicTransport,KidsEdu,yes,3.201796421,101.7214166,2,1,1,1,0
292,35,male,single,sometimes,pub_goer,english,Master,chinese,Malaysian,yes,selfEmployed,digi,flat,2,9600,189254,PersonalMedical,KidMedical,HomeSafe,driving,KidsEdu,yes,3.16517256,101.6702266,2,3,0,0,1
293,32,male,single,frequent,pub_goer,malay,Bachelor,malay,Malaysian,no,govServant,digi,condominium,3,3844,104582,PersonalSaving,KidMedical,HomeSafe,publicTransport,KidsEdu,yes,3.155747938,101.7421197,5,1,2,1,1
294,29,male,single,sometimes,home,malay,Diploma,others,others,no,privateEemployee,umobile,terrace,2,10426,67587,PersonalSaving,KidMedical,HomeSafe,driving,KidsEdu,yes,3.2022346,101.7280804,2,1,1,2,0
295,23,male,single,frequent,pub_goer,english,Bachelor,chinese,Malaysian,yes,employer,celcom,terrace,3,6826,176941,PersonalMedical,KidEducation,HomeSafe,publicTransport,KidsEdu,yes,3.177193891,101.6328025,1,1,0,0,0
296,37,female,married,frequent,home,english,Bachelor,indian,Malaysian,yes,govServant,digi,condominium,2,6600,97593,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,yes,3.151734829,101.7146077,20,5,0,0,0
297,28,male,married,frequent,home,malay,Bachelor,indian,Malaysian,no,privateEemployee,maxis,bungalow,3,9807,180684,PersonalRetirement,KidEducation,COVIDFree,driving,KidsEdu,yes,3.112724989,101.7456402,0,1,1,0,0
298,19,male,single,sometimes,home,english,Diploma,malay,Malaysian,no,govServant,maxis,flat,2,7459,151147,PersonalSaving,KidEducation,HomeSafe,publicTransport,KidsEdu,no,3.179428085,101.702429,0,1,1,1,1
299,36,female,married,frequent,home,mandarin,Diploma,malay,others,no,privateEemployee,maxis,flat,3,3915,123733,PersonalRetirement,KidSaving,HomeSafe,publicTransport,KidsEdu,yes,3.185177146,101.6778122,0,0,0,2,0
300,30,male,single,sometimes,outdoor,malay,Diploma,indian,Malaysian,yes,privateEemployee,digi,condominium,3,4650,69619,PersonalRetirement,KidSaving,HomeSafe,publicTransport,NoMoneyDown,no,3.125854569,101.6769974,9,4,1,0,3
301,24,male,married,sometimes,home,malay,Diploma,others,others,no,privateEemployee,umobile,flat,2,3603,48742,PersonalMedical,KidMedical,COVIDFree,driving,NoMoneyDown,yes,3.201276122,101.7431363,2,0,2,3,0
302,26,female,single,frequent,home,malay,Bachelor,indian,Malaysian,no,privateEemployee,digi,terrace,2,6737,139392,PersonalSaving,KidMedical,HomeSafe,driving,KidsEdu,yes,3.162975179,101.6555401,4,3,0,0,1
303,20,female,married,frequent,pub_goer,mandarin,Master,indian,others,yes,selfEmployed,maxis,flat,2,8519,116274,PersonalRetirement,KidSaving,COVIDFree,driving,KidsEdu,no,3.145538882,101.7401524,5,1,1,1,0
304,19,female,single,frequent,home,english,Bachelor,indian,Malaysian,yes,privateEemployee,digi,condominium,2,4895,143160,PersonalSaving,KidEducation,COVIDFree,driving,NoMoneyDown,no,3.167031641,101.7433366,6,1,3,1,1
305,33,female,single,frequent,pub_goer,english,Bachelor,malay,others,yes,govServant,umobile,terrace,3,5552,189951,PersonalRetirement,KidMedical,HomeSafe,driving,KidsEdu,no,3.18161192,101.7232449,0,1,0,1,0
306,22,female,single,frequent,home,malay,Master,chinese,Malaysian,yes,govServant,digi,condominium,2,7026,55562,PersonalMedical,KidSaving,COVIDFree,driving,KidsEdu,no,3.201217631,101.742612,2,0,2,3,0
307,22,male,single,once_in_a_while,outdoor,malay,Bachelor,malay,others,yes,privateEemployee,maxis,condominium,3,6423,121663,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,yes,3.206477095,101.6682599,0,0,1,0,0
308,19,male,single,sometimes,pub_goer,mandarin,Bachelor,others,Malaysian,yes,selfEmployed,umobile,condominium,2,2535,174594,PersonalSaving,KidEducation,COVIDFree,driving,NoMoneyDown,no,3.115862431,101.7638626,0,0,1,0,0
309,23,female,single,once_in_a_while,pub_goer,mandarin,Bachelor,chinese,Malaysian,yes,govServant,maxis,terrace,2,7815,56532,PersonalMedical,KidMedical,COVIDFree,driving,NoMoneyDown,no,3.117981318,101.7537834,0,1,1,0,0
310,36,female,single,frequent,outdoor,malay,Bachelor,chinese,Malaysian,yes,selfEmployed,digi,condominium,3,7572,182126,PersonalSaving,KidMedical,COVIDFree,publicTransport,KidsEdu,yes,3.158091437,101.6804499,2,1,0,0,3
311,41,female,single,sometimes,pub_goer,english,PhD,chinese,Malaysian,no,privateEemployee,celcom,condominium,3,4731,120087,PersonalSaving,KidMedical,HomeSafe,driving,NoMoneyDown,yes,3.179269936,101.6293638,1,1,0,0,0
312,29,female,married,sometimes,pub_goer,english,Diploma,chinese,Malaysian,no,selfEmployed,maxis,flat,2,5034,143856,PersonalMedical,KidMedical,HomeSafe,driving,KidsEdu,yes,3.131100832,101.7341375,2,2,0,4,0
313,33,male,single,once_in_a_while,home,malay,Master,chinese,Malaysian,yes,privateEemployee,digi,flat,2,9190,167338,PersonalSaving,KidMedical,HomeSafe,driving,KidsEdu,yes,3.095002115,101.6637822,2,1,0,0,3
314,22,male,married,frequent,home,english,Diploma,malay,others,no,selfEmployed,digi,terrace,2,6798,78474,PersonalMedical,KidEducation,HomeSafe,driving,KidsEdu,yes,3.117174068,101.728193,2,2,0,3,0
315,41,female,married,frequent,pub_goer,english,Master,indian,Malaysian,yes,govServant,maxis,flat,3,3312,103036,PersonalRetirement,KidMedical,COVIDFree,publicTransport,KidsEdu,yes,3.165181166,101.6619202,4,3,0,0,1
316,38,male,single,sometimes,outdoor,english,Diploma,chinese,Malaysian,no,privateEemployee,umobile,flat,3,9739,146515,PersonalRetirement,KidMedical,HomeSafe,publicTransport,KidsEdu,yes,3.115585287,101.6596047,7,1,0,0,5
317,27,male,married,frequent,home,english,Bachelor,chinese,Malaysian,no,selfEmployed,maxis,flat,3,5745,90298,PersonalMedical,KidSaving,HomeSafe,publicTransport,KidsEdu,no,3.088368436,101.6996032,0,0,1,1,0
318,40,male,married,once_in_a_while,pub_goer,english,Bachelor,malay,Malaysian,yes,privateEemployee,maxis,flat,3,7797,102082,PersonalMedical,KidEducation,HomeSafe,publicTransport,KidsEdu,no,3.15092108,101.7416101,5,1,2,1,1
319,34,female,married,frequent,home,mandarin,Bachelor,others,others,yes,govServant,digi,terrace,2,4364,163802,PersonalMedical,KidMedical,COVIDFree,driving,NoMoneyDown,yes,3.129248525,101.6701579,9,4,0,0,3
320,25,female,single,once_in_a_while,pub_goer,mandarin,Diploma,chinese,Malaysian,yes,employer,maxis,flat,3,4880,71630,PersonalSaving,KidEducation,HomeSafe,driving,KidsEdu,no,3.190853949,101.7499203,1,0,1,3,0
321,34,female,married,frequent,home,mandarin,Bachelor,others,others,yes,privateEemployee,maxis,condominium,2,6390,170740,PersonalMedical,KidMedical,HomeSafe,driving,NoMoneyDown,yes,3.194320133,101.714215,0,1,0,1,0
322,29,male,married,frequent,home,mandarin,Bachelor,chinese,Malaysian,yes,privateEemployee,umobile,flat,3,4645,139828,PersonalMedical,KidMedical,HomeSafe,publicTransport,KidsEdu,yes,3.170437035,101.732796,6,0,0,0,0
323,30,female,married,frequent,pub_goer,english,Bachelor,chinese,Malaysian,no,privateEemployee,digi,terrace,2,2817,168396,PersonalRetirement,KidEducation,COVIDFree,publicTransport,KidsEdu,yes,3.126930385,101.7522824,0,0,1,0,0
324,38,male,single,once_in_a_while,pub_goer,english,Bachelor,chinese,others,yes,govServant,celcom,condominium,2,5309,86167,PersonalMedical,KidSaving,COVIDFree,publicTransport,NoMoneyDown,yes,3.105570503,101.6745644,7,2,1,1,4
325,34,female,single,sometimes,pub_goer,malay,Diploma,malay,Malaysian,no,govServant,umobile,condominium,2,5221,179316,PersonalSaving,KidEducation,COVIDFree,driving,KidsEdu,yes,3.110124238,101.6691406,7,2,1,0,4
326,27,male,single,sometimes,pub_goer,malay,Bachelor,malay,Malaysian,no,selfEmployed,digi,terrace,2,4698,192900,PersonalRetirement,KidEducation,COVIDFree,driving,KidsEdu,no,3.215376249,101.66984,0,0,1,0,0
327,30,female,single,once_in_a_while,pub_goer,mandarin,Bachelor,indian,Malaysian,yes,privateEemployee,celcom,terrace,2,8064,57478,PersonalSaving,KidEducation,HomeSafe,driving,KidsEdu,no,3.111718837,101.6647577,6,2,0,0,4
328,34,male,married,once_in_a_while,home,malay,Master,indian,others,yes,privateEemployee,celcom,condominium,2,6444,175350,PersonalMedical,KidMedical,HomeSafe,driving,KidsEdu,yes,3.185241116,101.6498434,1,1,1,0,0
329,41,male,married,sometimes,outdoor,english,Bachelor,malay,others,no,govServant,umobile,condominium,3,4459,118228,PersonalRetirement,KidSaving,COVIDFree,driving,KidsEdu,no,3.140680338,101.7551346,1,1,1,1,0
330,26,male,single,frequent,pub_goer,mandarin,Bachelor,malay,Malaysian,no,employer,maxis,condominium,3,9872,76882,PersonalMedical,KidMedical,COVIDFree,publicTransport,KidsEdu,yes,3.19014043,101.6595841,1,1,2,0,0
331,19,female,married,once_in_a_while,pub_goer,malay,Bachelor,malay,Malaysian,yes,privateEemployee,maxis,terrace,3,5317,144340,PersonalSaving,KidMedical,COVIDFree,driving,KidsEdu,no,3.134245242,101.7149862,11,3,0,0,0
332,22,male,married,frequent,outdoor,mandarin,Diploma,malay,Malaysian,no,govServant,maxis,terrace,3,7227,89152,PersonalRetirement,KidSaving,COVIDFree,publicTransport,NoMoneyDown,yes,3.162352364,101.7467221,6,1,2,1,1
333,25,male,single,frequent,pub_goer,malay,Bachelor,chinese,Malaysian,no,privateEemployee,digi,condominium,2,4030,142420,PersonalSaving,KidEducation,HomeSafe,driving,NoMoneyDown,no,3.110191597,101.7484806,0,1,1,0,0
334,34,female,married,sometimes,home,english,Bachelor,chinese,Malaysian,yes,privateEemployee,maxis,terrace,2,7701,197385,PersonalMedical,KidEducation,COVIDFree,driving,KidsEdu,yes,3.163291129,101.6555876,4,3,0,0,1
335,41,male,single,frequent,pub_goer,mandarin,Diploma,others,Malaysian,yes,privateEemployee,umobile,terrace,2,2857,160351,PersonalRetirement,KidMedical,COVIDFree,driving,KidsEdu,yes,3.122755102,101.7628884,0,0,1,0,0
336,36,male,married,once_in_a_while,pub_goer,english,Diploma,malay,Malaysian,yes,govServant,maxis,terrace,3,7724,51689,PersonalMedical,KidMedical,HomeSafe,driving,KidsEdu,no,3.214635003,101.7590345,0,0,1,2,0
337,36,female,married,frequent,home,mandarin,Bachelor,chinese,Malaysian,yes,privateEemployee,digi,terrace,2,9378,116567,PersonalMedical,KidEducation,HomeSafe,publicTransport,KidsEdu,yes,3.145453394,101.7481768,2,1,2,1,1
338,42,female,married,sometimes,pub_goer,english,Bachelor,others,Malaysian,yes,employer,digi,terrace,3,2652,155329,PersonalRetirement,KidMedical,HomeSafe,publicTransport,NoMoneyDown,yes,3.131321361,101.6496332,0,0,0,0,0
339,27,female,single,sometimes,home,malay,Bachelor,malay,Malaysian,no,privateEemployee,digi,condominium,3,8513,111010,PersonalSaving,KidMedical,HomeSafe,publicTransport,KidsEdu,no,3.106716615,101.6824765,6,2,1,1,4
340,42,female,married,frequent,pub_goer,malay,Diploma,malay,Malaysian,no,employer,digi,condominium,2,6609,115643,PersonalRetirement,KidEducation,HomeSafe,driving,KidsEdu,yes,3.217015707,101.725699,2,0,2,0,0
341,27,male,single,once_in_a_while,home,english,Bachelor,malay,Malaysian,no,selfEmployed,digi,condominium,2,3558,199791,PersonalRetirement,KidSaving,HomeSafe,driving,KidsEdu,yes,3.159002444,101.6857457,4,2,1,1,2
342,28,male,married,frequent,home,english,Diploma,chinese,Malaysian,yes,privateEemployee,celcom,bungalow,2,8507,146025,PersonalMedical,KidSaving,HomeSafe,driving,KidsEdu,yes,3.157047367,101.7313102,7,1,1,1,1
343,26,male,married,frequent,pub_goer,mandarin,Master,malay,Malaysian,no,govServant,digi,condominium,2,9099,107105,PersonalMedical,KidEducation,COVIDFree,driving,KidsEdu,yes,3.145039704,101.6905945,10,2,0,1,5
344,40,male,married,frequent,home,english,Bachelor,malay,Malaysian,no,selfEmployed,celcom,terrace,3,8620,187535,PersonalMedical,KidMedical,COVIDFree,driving,NoMoneyDown,yes,3.125080846,101.7396413,1,2,0,2,0
345,42,female,single,sometimes,pub_goer,english,Bachelor,malay,Malaysian,yes,employer,digi,bungalow,3,6339,169209,PersonalMedical,KidMedical,COVIDFree,publicTransport,KidsEdu,yes,3.168343202,101.7411749,6,1,2,1,1
346,39,male,married,frequent,outdoor,english,Master,others,Malaysian,no,govServant,celcom,terrace,2,5344,76467,PersonalSaving,KidMedical,HomeSafe,driving,NoMoneyDown,yes,3.154189081,101.7288312,13,3,0,1,1
347,25,male,single,sometimes,home,mandarin,Bachelor,indian,Malaysian,yes,privateEemployee,umobile,condominium,2,7512,148346,PersonalMedical,KidMedical,COVIDFree,driving,KidsEdu,no,3.157580497,101.6748065,1,1,0,0,1
348,25,male,married,frequent,home,malay,Bachelor,others,Malaysian,no,privateEemployee,digi,condominium,2,4295,143305,PersonalMedical,KidEducation,COVIDFree,driving,KidsEdu,no,3.215369628,101.7444829,2,0,2,2,0
349,29,male,single,frequent,home,mandarin,Bachelor,indian,Malaysian,yes,privateEemployee,digi,flat,2,8418,77341,PersonalMedical,KidEducation,HomeSafe,publicTransport,NoMoneyDown,yes,3.141239453,101.6811627,6,3,1,0,2
350,33,female,married,sometimes,home,english,Master,indian,Malaysian,yes,govServant,digi,flat,3,7620,49924,PersonalSaving,KidMedical,HomeSafe,publicTransport,NoMoneyDown,yes,3.094590403,101.729582,1,1,1,0,1
351,37,male,married,frequent,home,english,Bachelor,malay,Malaysian,no,selfEmployed,digi,terrace,3,9092,130108,PersonalMedical,KidMedical,HomeSafe,driving,KidsEdu,yes,3.111978895,101.6337472,4,1,2,1,1
352,18,male,single,sometimes,home,malay,Bachelor,malay,Malaysian,yes,selfEmployed,maxis,condominium,2,8668,85541,PersonalMedical,KidMedical,COVIDFree,driving,NoMoneyDown,no,3.12608795,101.6414099,3,2,1,0,0
353,34,female,single,frequent,home,malay,Bachelor,chinese,Malaysian,no,govServant,umobile,terrace,2,8335,78236,PersonalRetirement,KidMedical,HomeSafe,driving,NoMoneyDown,no,3.13849197,101.7197519,12,3,0,0,0
354,41,female,married,sometimes,home,english,Bachelor,chinese,others,no,selfEmployed,digi,terrace,2,3362,97067,PersonalRetirement,KidMedical,COVIDFree,driving,KidsEdu,yes,3.114280016,101.7419084,1,1,0,1,0
