Location,Retail_Name
264,Joint Bistro
264,CS Pegasus Foodstuff Enterprise
264,The Happening Cafe Sdn Bhd
264,Elilai International Sdn Bhd
264,Genesis Supplies Sdn Bhd
264,Madam Chongs Prawn Noodles House
264,Torazou Ramen Restaurant
264,Cqb Steamboat Restaurant (M) Sdn Bhd
264,Dommal Food Services Sdn Bhd
264,Dommal Food Services Sdn Bhd
264,OldTown White Coffee Kuchai Lama
264,Marrybrown NSK
264,Kingdom Revenue Sdn Bhd
264,McDonald's Kuchai DT
264,KFC Kuchai Lama DT
264,KFC Taman Danau Desa
264,KFC Sungai Besi
264,Papparich (BANDAR SRI PERMAISURI)
264,Attyka Restaurant
264,Hen Seafood Restaurant
264,Joy & Joy Restaurant Sdn Bhd
264,Golden Sun Seafood Restaurant
264,Ng Mei Yee
264,Restoran Sayur-Sayuran Mama Sayang
264,Sew Foong Soon Rstnt
264,Pak Yoon Rice Stall
264,Hwee Ma Sdn Bhd
264,Daily Matrix Sdn Bhd
264,Boston Food & Beverages Sdn Bhd
264,Win Soon Cafe
264,Restoran De Hunan Sdn Bhd
264,Ng Swee Ken
264,Liew Choon Fatt
264,Esquire Kitchen Of Taipei Sdn Bhd
265,Restaurant Rk Corner Sdn. Bhd.
265,Cherry Five Internet Cafe
265,Leha Kelfood Restaurant Sdn. Bhd.
265,Tree Garden Cafe Sdn. Bhd.
265,Texas Chicken (Malaysia) Sdn Bhd - M3 Mall
265,Phd Delivery Melati Utama
265,Suri Restaurant & Catering
265,Al Shahul Maju (M) Sdn Bhd
265,Old Town Kopitiam Sdn Bhd
265,Restoran Al Awwal Cafe
265,Tny Cafe
265,Purple Violet Cafe
265,Kim Kitchen
265,Little Wok Kitchen
265,Home Town Steamboat Holding Sdn Bhd
265,Restoran Nasi Vanggey Kuala Lumpur
265,Golden Arches Restaurants Sdn
265,Law Yi Restaurant
265,Zatimanis Restaurant
265,Prishas Curry House
265,Restoran Awwal Maju
265,Eleven Brothers Restaurant
265,Restaurant Rk Corner Sdn Bhd
265,Berjaya Starbucks Coffee Company Sdn Bhd
265,Sukiya Sdn Bhd
265,Restoran B & M
265,Blue Ribbon Restaurant Sdn. Bhd.
265,Al Nafoura Sdn Bhd
265,Broaden Asia Management Sdn Bhd
265,Fs Burger
265,Restoran Periuk Belanga
265,Fantastic Guesthouse & Restaurant Sdn Bhd
265,Empire Sushi Group Sdn Bhd
265,Berjaya Roasters (M) Sdn Bhd
265,Nasi Kandar Jamal Mohamed
265,Berjaya Starbucks Coffee Company Sdn Bhd
265,Mee Sim And Pin Sim
265,Fine Foodstuff Resources
265,Wadi My My Sdn Bhd
265,Dynasun Sdn Bhd - (Aeon Wangsa Maju)
265,Restoran Nasi Kandar Deen
265,Raso Omakden Enterprise
265,Delicious Barbeque Sdn Bhd - (KL Festival City)
265,Qing Fang Global Foods Resources (M) Sdn Bhd
265,Old Town Kopitiam Sdn Bhd
265,Berjaya Roasters (M) Sdn Bhd
265,Bee Won Korean Cuisine Sdn. Bhd.
265,Qin Zhe Sdn Bhd
265,Sushi Kin Sdn Bhd
265,Dommal Food Services Sdn Bhd
265,Dommal Food Services Sdn Bhd
265,Phd Delivery Danau Kota
265,Me'nate Steak Hub (Setapak)
265,Kopitiam Lee Chain
265,OldTown White Coffee Jusco Alpha Angel
265,OldTown White Coffee Sri Rampai
265,OldTown White Coffee Danau Kota
265,Sushi King KL Festival Mall
265,Kenny Rogers Roasters Setapak Central
265,Domino's Pizza (SETAPAK)
265,The Chicken Rice Shop (Setapak Central Mall )
265,The Chicken Rice Shop (Jusco Alpha Angle )
265,KFC Wangsa Maju
265,Nando's Chicken AEON Alpha Angle
265,Nando's Chicken Festival City Mall
265,KFC Medan Idaman
265,Papparich (SRI RAMPAI)
265,Kenny Rogers Roasters KL Festival City
265,McDonald's Petronas Taman Melati DT
265,Sadakathullah Jamal Mohd
265,Tiang Ah Tee
265,Restoran Bunga Emas
265,Tan Kok Kin
265,Tee Tean Aik
266,Marco Polo Restaurant
266,Restoran Hm Al Irfan
266,Kedai Makanan Wong Mei Kee
266,Restoran Sri Visalatchis
266,St Restaurant (kl) Sdn. Bhd.
266,Restoran Vojon Bilas
266,Restoran Thai Sabye-sabye Sdn. Bhd.
266,First Marshal (M) Sdn Bhd
266,Top Great Restaurant
266,Bbq Spice Restaurant (m) Sdn. Bhd.
266,Lc Cafe
266,Lojeena Global Sdn Bhd
266,Restoran Cuba Rasa Istimewa
266,Berjaya Krispy Kreme Doughnuts Sdn Bhd
266,Restoran Hua Wei Sdn. Bhd.
266,Abs One Bistro Sdn. Bhd.
266,Prima Pengkalan Sdn Bhd
266,Koryo-won Fusion Restaurant Sdn. Bhd.
266,Restoran Mezban Chittagong Sdn. Bhd.
266,Restoran Han Kee
266,Fnb Concept Sdn Bhd
266,Restoran Al Jamil Maju
266,Restoran Mesti Cuba
266,Phd Delivery Jalan Imbi
266,Sek Yuen Restaurant
266,Dolly Dim Sum (Pavilion KL)
266,Medan Selera Kheng Heong
266,Hyderabad Biryani House
266,Azzurro Sdn Bhd
266,Euro Wings Sdn Bhd
266,Divers Paradise Cafe Sdn. Bhd.
266,Cheezy & Coffee Sdn Bhd
266,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Wisma Genting
266,Tamarind Cafe Sdn Bhd
266,Golden Arches Restaurants Sdn
266,Golden Arches Restaurants Sdn
266,Am Fazlina Maju Curry House
266,Bryanpaul Cafe
266,Restoran Se
266,Chinaz Cafe
266,Honyun Restaurant Sdn. Bhd.
266,Asian Kitchen (M) Sdn Bhd
266,Andalas Restaurant
266,Leng For Leng Tong Restaurant
266,Daily Bread Cafe Sdn. Bhd.
266,Restoran Xi An Xiao Chu Sdn Bhd
266,Loke Yew Cafe
266,Drift Hospitality Sdn Bhd
266,Leaf Cafe Sdn. Bhd.
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Gui Zhou Yong Rou Fen Restaurant
266,Nuocean Sdn Bhd
266,Akarumi Sdn. Bhd.
266,Berjaya Burger Sdn Bhd
266,Restoran Oversea (imbi) Sdn. Bhd.
266,Chang Chang Lai Restaurant Sdn Bhd
266,Executive Coffee Sdn. Bhd.
266,Golden Dunes Restaurants Sdn Bhd
266,Lu Ding Ji Restaurant Sdn. Bhd.
266,Restoran Hong La Qiao (m) Sdn. Bhd.
266,Alexis Group Sdn. Bhd.
266,Bujang Valley Restaurant Sdn. Bhd.
266,Teo Chew Restaurant
266,Happy Togo Cafe
266,Pu Xian Wei Restaurant Sdn. Bhd.
266,ST-Taikem Sdn Bhd
266,Ozeki Italian Restaurant
266,Paradise Reyan Sdn Bhd
266,Fayas Curry House
266,Lao A Po Restaurant Sdn. Bhd.
266,Restoran Pride Of India Sdn. Bhd.
266,Loke Fatt Restaurant
266,Cap Hospitality Sdn. Bhd.
266,Red Lobster Restaurant Sdn Bhd
266,AFC Ali Corner
266,Fuzio Bar & Restaurant Sdn.bhd.
266,Ghazal Mahel Sdn Bhd
266,Dongfang Restaurant & Hotel Sdn. Bhd.
266,Soulmate Coffee & Cafe
266,Rpo Holdings Sdn Bhd
266,Popular Essence Sdn Bhd
266,Eone Lahoi Htaw Sdn Bhd
266,Purple Horizon Sdn Bhd
266,Ngwe Gabar Sdn Bhd
266,Guardian Catering And Restaurants Sdn. Sdn.
266,Harta Budimas Sdn Bhd
266,Long Lee Forward Sdn Bhd
266,Kamimura Japanese Restaurant Sdn Bhd
266,Kamimura Japanese Restaurant Sdn Bhd
266,Masters Gen Trading Sdn Bhd
266,Serimas Konsortium Sdn Bhd
266,Kedai Makanan Sunchui Yuen
266,Empire Sushi Group Sdn Bhd
266,La Risata (Ampang) Sdn Bhd
266,Deccan Arromas Sdn Bhd
266,Deccan Arromas Sdn Bhd
266,Zen Place Sdn Bhd
266,Berjaya Starbucks Coffee Company Sdn Bhd
266,Restoran New Sek Yuen Sdn Bhd
266,Junior Armani Sdn Bhd
266,Geographer Management Sdn Bhd
266,Bottega Mediterrranea Sdn Bhd
266,Obs Restaurants Malaysia Sdn Bhd
266,PSG Enterprise Sdn Bhd
266,My Vegon Restaurant
266,Madfoon Palace Sdn Bhd
266,MS Global Enterprises Sdn Bhd
266,Restoran Soon Teck
266,Restoran Safreen
267,Pizza Hut Restaurants Sdn Bhd - ( Melawati Mall)
267,Restoran & Kafe Dulang Emas
267,Delicious Barbeque Sdn Bhd - (Melawati Mall)
267,Empire Sushi Group Sdn Bhd
267,Sakura Kristal Kafe & Restaurant
267,Aspac Restaurant Sdn Bhd
267,Kafe Skrin
267,Mosa Ventures Sdn Bhd
267,Gourmet Chef Permata Sdn. Bhd.
267,Pizza Hut Restaurants Sdn Bhd - (Taman Permata)
267,Silverwell Sdn Bhd
267,Dommal Food Services Sdn Bhd
267,OldTown White Coffee Taman Permata
267,Domino's Pizza (MELAWATI)
267,McDonald's BHP Taman Melawati DT
267,KFC Taman Melawati
267,McDonald's Shell Ulu Kelang DT
267,KFC Plaza Giant Melawati
267,Restoran Baixian Sdn Bhd
267,Kedai Ayamas @ Taman Melawati
268,Jombali Sdn Bhd
268,Pizza Hut Restaurants Sdn Bhd - ( Melawati Mall)
268,Zatimanis Restaurant
268,Restoran Awwal Maju
268,Hadramawt Kitchen Sdn. Bhd.
268,Restoran & Kafe Dulang Emas
268,Delicious Barbeque Sdn Bhd - (Melawati Mall)
268,Halwa Al Azra Cafe
268,Restoran Al Faiz Maju
268,The Kitchen Guardian
268,Empire Sushi Group Sdn Bhd
268,Sakura Kristal Kafe & Restaurant
268,Aspac Restaurant Sdn Bhd
268,Kafe Skrin
268,Mosa Ventures Sdn Bhd
268,Gourmet Chef Permata Sdn. Bhd.
268,Cosy Place Restaurant
268,Ncr Concept Sdn Bhd
268,Pizza Hut Restaurants Sdn Bhd - (Taman Permata)
268,Cosmo Restaurants Sdn Bhd
268,A&W (Malaysia) Sdn Bhd - Banda (Wangsa Walk)
268,Sushi Kin Sdn Bhd
268,Silverwell Sdn Bhd
268,Pops Eatery Sdn Bhd
268,Dommal Food Services Sdn Bhd
268,OldTown White Coffee Taman Permata
268,A&W (Wangsa Walk)
268,The Manhattan Fish Market (Wangsa Walk)
268,Domino's Pizza (MELAWATI)
268,McDonald's BHP Taman Melawati DT
268,KFC Taman Melawati
268,Kenny Rogers Roasters Alpha Angle
268,McDonald's Shell Ulu Kelang DT
268,KFC Plaza Giant Melawati
268,Restoran Baixian Sdn Bhd
268,Restoran Bunga Emas
268,Nice Cafe
268,Kedai Ayamas @ Taman Melawati
269,Pizza Hut Restaurants Sdn Bhd - (Sentul Raya Boulevard)
269,Restoran Al Karam
269,Restoran Zam Zam Heritage
269,Restoran Mirza
269,Pizza Hut Restaurants Sdn Bhd - (Komplek Mutiara)
269,Restoran Al Hafeez Maju
269,Hainam Sentul Kopitiam
269,Da Gan Guo Restaurant
269,Restoran Prima Sentul
269,Restoran Mehran 786
269,Restoran Al Malek
269,Sweet Forest Cafe
269,Restoran Afsin
269,Restoran Aness Maju
269,The Balls Plt
269,Restoran Makan Sini
269,Chef Richard Bistro Sdn Bhd
269,Dwisha Ventures Sdn Bhd
269,Kebab Kingdom (M) Sdn Bhd
269,Ras Balouch Sdn Bhd
269,Restoran Nirmal Maju
269,Restoran Varideliciuos
269,Hainam Corer
269,Dommal Food Services Sdn Bhd
269,Restoran Kampung Delights
269,LAMODA FURNITURE MALAYSIA
269,KFC Sentul Raya
269,Papparich (JALAN IPOH)
269,Lim Ah Seng
269,Sentul Sportfishing Cent Sdn Bhd
269,Teo Geok Lian
269,Yew Seng Restaurant
269,De Silva Peter
269,Big City Automobile (M) Sdn Bhd
270,Ssb Cafe & Bistro
270,Restoran Chennai Masala
270,Jom Tarik Pj Cafe
270,Phd Delivery Pj Old Town
270,Golden Hour Snooker & Cafe
270,Golden Arches Restaurants Sdn
270,5 Cafe
270,Acha Curry
270,Khasiat Cafeteria
270,Golden World Restaurant Sdn. Bhd.
270,Restoran Chennai Masala
270,Restoran Sharfudeen Maju
270,Restoran Feng Wei
270,Restoran Prima Sentul
270,Restoran Prima Sentul
270,Berjaya Starbucks Coffee Company Sdn Bhd
270,Berjaya Starbucks Coffee Company Sdn Bhd
270,Pj Cafe & Bistro
270,Restoran Mam Wah
270,Al Mashur Management
270,Rahasiyam Bar & Cafe
270,Restaurant Jin Xuan Hong Kong (PJ) Sdn Bhd.
270,Ali Bhai Recipe Sdn Bhd
270,Eden Inc. Bhd
270,Qsr Stores Sdn Bhd
270,Ajmeer Curry House
270,Shanar Curry House Sdn Bhd
270,Village Roast Duck Sdn Bhd
270,Restaurant Piccadilly Sdn Bhd
270,PTH Ventures Sdn Bhd
270,Pizza Hut Restaurants Sdn Bhd - (Damansara Damai)
270,Persia Restaurant Sdn Bhd
270,Little Taiwan Sdn Bhd
270,Splendid Style Cafe
270,Splendid Style Cafe
270,Wonderful Lifestyle Sdn Bhd
270,A&W (Malaysia) Sdn Bhd - Banda (Sekn 52 PJ)
270,Restaurant Cafe De Sky Garden Sdn Bhd
270,Good Gourmet Holdings Sdn Bhd
270,Phd Delivery VSQ
270,QSR Brands (M) Holdings Bhd
270,RESTAURANT KAM HEONG
270,Gloria Jean's Coffee Amcorp Mall
270,PIZZA HUT RESTAURANTS Sdn Bhd
270,A&W (PJ PALMS)
270,A&W (PJ Drive In)
270,pizza Hut PJ Old Town
270,Pizza Hut PJ New Town
270,KFC PJ State
270,KFC Jalan Barat
270,Papparich (MERDEKA SQUARE)
270,Domino's Pizza (JALAN GASING)
270,McDonald's PJ Old Town
270,KFC Petronas Petaling Utama DT
270,McDonald's Amcorp Mall
270,Domino's Pizza (SS2)
270,New Rstnt Ipoh Chicken Rice Sdn Bhd
270,Starbucks Amcorp Mall
270,Rstnt Jin Xuan Hong Kong (P J) Sdn Bhd
270,Merit Deluxe Sdn Bhd
270,Mount Dollars Sdn Bhd
270,Kopitime Cafe (Pj) Sdn Bhd
270,Kenny Rogers Roasters Amcorp Mall
270,Fugu Neo Japanese Rstnt Sdn Bhd
270,Cosmic Alliance Sdn Bhd
270,Malacam Sdn Bhd
270,Hilton Petaling Jaya
270,Lotus Family Restaurant Holdings Sdn Bhd The
270,Restoran Ipoh Chicken
270,Hotel Armada Petaling Jaya
270,A & W Malaysia Sdn Bhd
270,Restoran Sri Bidara
270,Govindarath Sinnasamy
270,Victoria Station (PJ) Sdn Bhd
270,Low See Hee
270,Thai Corner Restaurant
270,Angilleth Ibrahim Sulaiman
270,Restoran Thai Sabye Sabye
270,Su Chan Deli
270,Sepang Mekar Sdn Bhd
270,Restaurant Chef Rasa Sayang Kristal Sdn Bhd
270,Sango Japanese Restaurant (M) Sdn Bhd
270,Restoran Oversea (P J) Sdn Bhd
270,Restoran Veng Soon
270,Soon Lee Eating Shop
270,Wong Sun Fatt
270,Toh Yuen Chinese Restaurant
270,Restoran Syed
270,Raju Restaurant
270,Restaurant Extra Super Tanker Sdn Bhd
270,Kanna Curry House Sdn Bhd
270,Ideal Wealth Creation Sdn Bhd
270,Jm Bariani Hse Sdn Bhd
270,Crystal Crown Hotel Petalin Jaya (Nikmat Maju Development Sdn Bhd)
270,Restoran Megaway
270,Cal-Sub F & B Sdn Bhd
270,New Rstnt Ipoh Chicken Rice
270,My Castle Sdn Bhd
270,Maharaj Original Indian Cuisine
270,Imbi Palace (Pj) Restaurant Sdn Bhd
270,Orchid Blossom Restaurants Sdn Bhd
270,Lemon Restaurant Sdn Bhd
270,Sri Bidara Business Corporation Sdn Bhd
270,Yik Kee Restaurant (P J) Sdn Bhd
270,Lotus Family Restaurants (M) Sdn Bhd The
270,Lotus The
270,Restaurant Piccadilly Sdn Bhd
270,Al Berkat Curry House
270,Khuntai Restaurant Sdn Bhd
270,Bespoke Voyager Sdn Bhd
270,Prima Utama Holdings Sdn Bhd
270,Raju Rstnt Sdn Bhd
270,PTI Food & Beverages Sdn Bhd
270,Eden Inc. Bhd
271,Wang Palace Restaurant Sdn. Bhd.
271,Restoran Hm Al Irfan
271,Kedai Makanan Wong Mei Kee
271,Restoran Sri Visalatchis
271,St Restaurant (kl) Sdn. Bhd.
271,Restoran Vojon Bilas
271,First Marshal (M) Sdn Bhd
271,Top Great Restaurant
271,Bbq Spice Restaurant (m) Sdn. Bhd.
271,Lojeena Global Sdn Bhd
271,Restoran Cuba Rasa Istimewa
271,Restoran Hua Wei Sdn. Bhd.
271,Abs One Bistro Sdn. Bhd.
271,Koryo-won Fusion Restaurant Sdn. Bhd.
271,Restoran Mezban Chittagong Sdn. Bhd.
271,Restoran Han Kee
271,Restoran Mesti Cuba
271,Sek Yuen Restaurant
271,Medan Selera Kheng Heong
271,Hyderabad Biryani House
271,Divers Paradise Cafe Sdn. Bhd.
271,Cheezy & Coffee Sdn Bhd
271,Tamarind Cafe Sdn Bhd
271,Am Fazlina Maju Curry House
271,Bryanpaul Cafe
271,Restoran Xin Wah
271,Honyun Restaurant Sdn. Bhd.
271,Chinaz Cafe
271,Andalas Restaurant
271,Restoran Xi An Xiao Chu Sdn Bhd
271,Loke Yew Cafe
271,Leaf Cafe Sdn. Bhd.
271,Berjaya Starbucks Coffee Company Sdn Bhd
271,Berjaya Starbucks Coffee Company Sdn Bhd
271,Berjaya Starbucks Coffee Company Sdn Bhd
271,Berjaya Starbucks Coffee Company Sdn Bhd
271,Berjaya Starbucks Coffee Company Sdn Bhd
271,Berjaya Starbucks Coffee Company Sdn Bhd
271,Berjaya Starbucks Coffee Company Sdn Bhd
271,Berjaya Starbucks Coffee Company Sdn Bhd
271,Berjaya Starbucks Coffee Company Sdn Bhd
271,Gui Zhou Yong Rou Fen Restaurant
271,Akarumi Sdn. Bhd.
271,Berjaya Burger Sdn Bhd
271,Restoran Oversea (imbi) Sdn. Bhd.
271,Chang Chang Lai Restaurant Sdn Bhd
271,Lu Ding Ji Restaurant Sdn. Bhd.
271,Golden Dunes Restaurants Sdn Bhd
271,Restoran Hong La Qiao (m) Sdn. Bhd.
271,Teo Chew Restaurant
271,Happy Togo Cafe
271,Pu Xian Wei Restaurant Sdn. Bhd.
271,ST-Taikem Sdn Bhd
271,Paradise Reyan Sdn Bhd
271,Fayas Curry House
271,Lao A Po Restaurant Sdn. Bhd.
271,Restoran Pride Of India Sdn. Bhd.
271,Loke Fatt Restaurant
271,Cap Hospitality Sdn. Bhd.
271,AFC Ali Corner
271,Fuzio Bar & Restaurant Sdn.bhd.
271,Ghazal Mahel Sdn Bhd
271,Dongfang Restaurant & Hotel Sdn. Bhd.
271,Rpo Holdings Sdn Bhd
271,Popular Essence Sdn Bhd
271,Eone Lahoi Htaw Sdn Bhd
271,Ngwe Gabar Sdn Bhd
271,Guardian Catering And Restaurants Sdn. Sdn.
271,Harta Budimas Sdn Bhd
271,Long Lee Forward Sdn Bhd
271,Masters Gen Trading Sdn Bhd
271,Kedai Makanan Sunchui Yuen
271,Empire Sushi Group Sdn Bhd
271,Deccan Arromas Sdn Bhd
271,Deccan Arromas Sdn Bhd
271,Berjaya Starbucks Coffee Company Sdn Bhd
271,Restoran New Sek Yuen Sdn Bhd
271,Junior Armani Sdn Bhd
271,Bottega Mediterrranea Sdn Bhd
271,Obs Restaurants Malaysia Sdn Bhd
271,My Vegon Restaurant
271,Nurin Food Corner
271,Restoran Soon Teck
271,Restoran Safreen
271,Berjaya Roasters (M) Sdn Bhd
271,Dragon-I Restaurant Sdn Bhd
271,Weiru Integrated Sdn Bhd
271,Legend's Claypot Briyani House Sdn Bhd
271,Naresh Global Concepts Sdn Bhd
271,Cuisine Nero Sdn Bhd
271,Hainan Tea Sdn Bhd
271,Double Ooi Enterprise
271,Super Sushi Sdn Bhd
271,Ciao Cielo Sdn Bhd
271,Pizza Hut Restaurants Sdn Bhd - (Berjaya Time Square)
271,Charming Whisper Sdn Bhd
271,Vonstar Sdn Bhd
271,Gala Kenari Sdn Bhd
271,Penyet Jaya Sdn Bhd
271,Swiss D Lite
271,Kenanga Enterprise
271,Restoran Al Masoud Sdn Bhd
271,Cosmo Restaurants Sdn Bhd
271,Cosmo Restaurants Sdn Bhd
271,Restoran Home Wan
271,Suez Top Ventures Sdn Bhd
271,Tain Siang Hei Wei Sdn Bhd
271,Wonderful Lifestyle Sdn Bhd
271,Old Town Kopitiam Sdn Bhd
271,Moghul Mahal Restaurant Sdn Bhd
271,Noble Magic Sdn Bhd
271,Paradise Reyan Sdn Bhd
271,Paradise Reyan Sdn Bhd
271,Husen Cafe
271,Golden Menu Sdn Bhd
271,Sushi Kin Sdn Bhd
271,Xin Hai Yan Restaurant Sdn Bhd
271,The Coffee Bean & Tea Leaf (M) Sdn Bhd - Plaza Lowyat
271,The Coffee Bean & Tea Leaf (M) Sdn Bhd - NU Sentral
271,Rhine River Sdn Bhd
272,Dommal Food Services Sdn Bhd
272,Restoran Almunir
272,Andalas Corner
272,Restoran Rejab Rahuma
272,Rex Dimention Cafe
272,Restoran Al Azzahra
272,Shiva Cafes Sdn. Bhd.
272,Restoran Villas
272,Thoulath Maju Sdn Bhd
272,Champion Vista Sdn Bhd
272,Batu Sembilan Kopitiam
272,Restoran Alef Maju
272,Oldtown Kopitiam Cheras Sdn Bhd
272,Restoran BC
273,Three Musketeers Bistro
273,Sanriku Restaurant Sdn. Bhd.
273,Big Baba Restaurant
273,The Coffee Bean & Tea Leaf (M) Sdn Bhd - The Sphere Avenue 1
273,Smith Success Sdn Bhd
273,Restoran Jazmin Rose
273,Global X Bar Sdn Bhd
273,Iburia Enterprise
273,Goon Wah Restaurant Sdn Bhd
273,Cosmo Positive Sdn Bhd
273,Bidor Veggie Kitchen
273,Nsv Restaurant Plt
273,Restoran Mashahir
273,Golden Arches Restaurants Sdn
273,Hook And The Minecraft Restaurant Sdn. Bhd.
273,5 Cafe
273,Acha Curry
273,Restoran Dapurjawa
273,Cafe Heong San
273,Paradise Dynasty Sdn Bhd
273,Berjaya Starbucks Coffee Company Sdn Bhd
273,Berjaya Starbucks Coffee Company Sdn Bhd
273,Pj Cafe & Bistro
273,Nabil Intan Restaurant
273,19 Street Kanom Sdn Bhd
273,Amazing Cafe Sdn Bhd
273,Thirsty Monkeys Bar & Restaurant Sdn Bhd
273,Af Creations Sdn Bhd
273,Butbo Group Sdn Bhd
273,Restoran Ffs Sdn Bhd
273,JYZ Group Sdn Bhd
273,Kyochon Sdn Bhd
273,Reborn Cafe Plt
273,Arrambam Cafe
273,Restoran Mn Seetas
273,Byk Bbq Sdn Bhd
273,Creamy Crops Sdn Bhd
273,Shanar Curry House Sdn Bhd
273,Oldtown Kopitiam Sdn Bhd
273,Edo Ichi Japanese Restaurant
273,San Francisco Coffee (Bangsar South)
273,Elilai International Sdn Bhd
273,Wonderful Lifestyle Sdn Bhd
273,Wonderful Lifestyle Sdn Bhd
273,Wonderful Lifestyle Sdn Bhd
273,Little Taiwan (Pearl Point) Sdn Bhd
273,Jing-si Books & Cafe Sdn Bhd
273,Dasar Gembira Sdn Bhd
273,Dommal Food Services Sdn Bhd
273,Sierra Million Gusto Sdn Bhd
273,KFC (Taman Sri Jati)
273,Gloria Jean's Coffee Menara PNS Bangsar
273,Gloria Jean's Coffee Bangsar South
273,Hotel Six Seasons
273,PROVEN SUCCESS SDN BHD
273,Domino's Pizza (MEGA MENDUNG)
273,Domino's Pizza (HILLPARK)
273,"The Chicken Rice Shop (The Sphere, Bangsar South )"
273,Caprilicious at Capri by Fraser
273,Domino's Pizza (JALAN GASING)
273,Nando's Chicken OUG
273,McDonald's O.U.G.
273,Kenny Rogers Roasters Pearl Point
273,New Rstnt Ipoh Chicken Rice Sdn Bhd
273,Hen Seafood Restaurant
273,Cosmic Alliance Sdn Bhd
273,Golden Sun Seafood Restaurant
273,Restoran Ipoh Chicken
273,Restoran Sri Bidara
273,Restoran Sayur-Sayuran Mama Sayang
273,Phan Sau Yoong
273,Pinewind Vegetarian Restaurant Sdn Bhd
273,Chew Yoke Aun
273,Chong Yong Nam
273,Soon Lee Eating Shop
273,Sew Foong Soon Rstnt
273,Raju Restaurant
273,New Rstnt Ipoh Chicken Rice
273,Maharaj Original Indian Cuisine
273,Sri Bidara Business Corporation Sdn Bhd
273,Lotus Family Restaurants (M) Sdn Bhd The
273,Lotus The
273,Khuntai Restaurant Sdn Bhd
273,Raju Rstnt Sdn Bhd
273,PTI Food & Beverages Sdn Bhd
274,Sanriku Restaurant Sdn. Bhd.
274,Nasi Kandar Aliif Maju
274,Hamzah Bistro
274,Lailaiwangwang Restaurant Sdn. Bhd.
274,Cosmo Restaurants Sdn Bhd
274,Amira One Bistro
274,Kedai Makan Musa
274,Last Century Music Cafe
274,Restoran Ful Lai Mi Guan
274,Restoran Rhu
274,Restoran Rhb
274,Last Century Music Cafe
274,Restoran Fithrah
274,Lu Ding Ji Restaurant Sdn. Bhd.
274,Hi Fives Cafe
274,Lifetime Cafeteria
274,Restoran Al Sarifa Sdn. Bhd.
274,J & P Restaurant (a) Sdn. Bhd.
274,Restoran Hui Wei San Xian
274,Mhr Cafe
274,Nakon Thai Restaurant
274,Restoran Al Sarifa Sdn. Bhd.
274,Restoran Lao Di Fang
274,Elegie Cafe
274,Chilli Padi Restaurant Sdn. Bhd.
274,Jemi Cafe Plt
274,Pusat Latihan Snuker Rex & Cafe
274,Restoran Ytm
274,Izumi Shokudo Japanese Restaurant
274,Five Double One Restaurant
274,Mydragon Restaurant Sdn.bhd.
274,Secret Thai Garden Restaurant
274,Amazing Dream Sdn Bhd
274,D Anjung Corner Restaurant & Catering
274,Ayam Penyet Api Sdn Bhd
274,Organic Mentai Sdn Bhd
274,Prp Distribution Sdn Bhd
274,Restoran Kuchai Lama
274,Long Lee Forward Sdn Bhd
274,Woo Pin Fish Head Noodles Sdn Bhd
274,Hwee Ma Sdn Bhd
274,Mentai Initial Sdn Bhd
274,Dandelion Alliance Sdn Bhd
274,Sai Gon Viet Cafe
274,Cornet World Sdn Bhd
274,Restoran Mi Hokkien Damansara Sdn Bhd
274,3 Cooks F & B Sdn Bhd
274,Young Juan Cafe & Restaurant
274,Macaroni Group Sdn Bhd
274,Cwzj Cuisine Sdn Bhd
274,Chef Favourite Sdn Bhd
274,MZ Food Corner
274,MZ Food Corner
274,Restoran S M Mydeen Sdn Bhd
274,Crystal Influx Sdn Bhd
274,Oldtown Kopitiam Sdn Bhd
274,Hometown F & B Sdn Bhd
274,Pizza Hut Restaurants Sdn Bhd - (Jalan Kuchai Lama)
274,Restoran Wan Guan
274,CS Pegasus Foodstuff Enterprise
274,The Happening Cafe Sdn Bhd
274,Genesis Supplies Sdn Bhd
274,Madam Chongs Prawn Noodles House
274,Torazou Ramen Restaurant
274,Cqb Steamboat Restaurant (M) Sdn Bhd
274,Dommal Food Services Sdn Bhd
274,Dommal Food Services Sdn Bhd
274,HD Marketing & Distribution Sdn Bhd
274,OldTown White Coffee Bandar Sri Permaisuri
274,OldTown White Coffee Kuchai Lama
274,Marrybrown NSK
274,Kingdom Revenue Sdn Bhd
274,Pizza Hut DWI Tasik Pemaisuri
274,Domino's Pizza (BANDAR SERI PERMAISURI)
274,McDonald's Kuchai DT
274,KFC Kuchai Lama DT
274,KFC Taman Danau Desa
274,KFC Sungai Besi
